Trade #,Type,Signal,Date/Time,Price EUR,Contracts,Profit EUR,Profit %,Cum. Profit EUR,Cum. Profit %,Run-up EUR,Run-up %,Drawdown EUR,Drawdown %
419,Exit Short,Close entry(s) order Short,2023-05-11 09:00,1.1460,97278,134.19,0.12,11742.58,0.12,271.38,0.24,681.95,0.61
419,Entry Short,Short Keltner Span=0.0143530286,2023-05-08 17:00,1.1474,97278,134.19,0.12,11742.58,0.12,271.38,0.24,681.95,0.61
418,Exit Short,Close entry(s) order Short,2023-03-21 01:00,1.1400,97475,241.69,0.22,11608.39,0.22,866.53,0.78,293.43,0.26
418,Entry Short,Short Keltner Span=0.0176256502,2023-03-15 05:00,1.1425,97475,241.69,0.22,11608.39,0.22,866.53,0.78,293.43,0.26
417,Exit Long,Close entry(s) order Long,2023-03-09 01:00,1.1241,99055,-31.72,-0.03,11366.70,-0.03,107.96,0.1,407.13,0.37
417,Entry Long,Long Keltner Span=0.0159643568,2023-03-07 05:00,1.1244,99055,-31.72,-0.03,11366.70,-0.03,107.96,0.1,407.13,0.37
416,Exit Short,Close entry(s) order Short,2023-02-24 05:00,1.1336,97744,291.23,0.26,11398.42,0.26,448.62,0.4,157.39,0.14
416,Entry Short,Short Keltner Span=0.0160615107,2023-02-21 09:00,1.1366,97744,291.23,0.26,11398.42,0.26,448.62,0.4,157.39,0.14
415,Exit Long,Close entry(s) order Long,2023-02-07 09:00,1.1228,98956,67.27,0.06,11107.19,0.06,404.72,0.36,842.13,0.76
415,Entry Long,Long Keltner Span=0.01814655,2023-02-02 01:00,1.1221,98956,67.27,0.06,11107.19,0.06,404.72,0.36,842.13,0.76
414,Exit Short,Close entry(s) order Short,2023-01-20 01:00,1.1394,97004,259.91,0.23,11039.92,0.23,406.42,0.37,427.82,0.39
414,Entry Short,Short Keltner Span=0.0189067085,2023-01-18 09:00,1.1421,97004,259.91,0.23,11039.92,0.23,406.42,0.37,427.82,0.39
413,Exit Long,Stop Long,2022-12-22 09:00,1.1320,97863,-1469.94,-1.31,10780.01,-1.31,341.52,0.3,1468.95,1.31
413,Entry Long,Long Keltner Span=0.0193459265,2022-12-15 09:00,1.1470,97863,-1469.94,-1.31,10780.01,-1.31,341.52,0.3,1468.95,1.31
412,Exit Short,Close entry(s) order Short,2022-12-05 05:00,1.1605,95467,723.55,0.65,12249.95,0.65,762.74,0.68,58.28,0.05
412,Entry Short,Short Keltner Span=0.0228865797,2022-12-02 09:00,1.1681,95467,723.55,0.65,12249.95,0.65,762.74,0.68,58.28,0.05
411,Exit Short,Close entry(s) order Short,2022-11-28 01:00,1.1567,95715,400.00,0.36,11526.40,0.36,439.29,0.4,527.43,0.47
411,Entry Short,Short Keltner Span=0.0248502838,2022-11-23 13:00,1.1609,95715,400.00,0.36,11526.40,0.36,439.29,0.4,527.43,0.47
410,Exit Long,Close entry(s) order Long,2022-11-10 05:00,1.1468,96902,879.81,0.8,11126.40,0.8,977.71,0.89,504.89,0.46
410,Entry Long,Long Keltner Span=0.0273041729,2022-11-09 05:00,1.1377,96902,879.81,0.8,11126.40,0.8,977.71,0.89,504.89,0.46
409,Exit Long,Close entry(s) order Long,2022-11-07 13:00,1.1489,95959,209.11,0.19,10246.59,0.19,373.24,0.34,893.42,0.81
409,Entry Long,Long Keltner Span=0.0258002782,2022-11-03 05:00,1.1467,95959,209.11,0.19,10246.59,0.19,373.24,0.34,893.42,0.81
408,Exit Short,Close entry(s) order Short,2022-11-02 13:00,1.1600,94950,-58.97,-0.05,10037.48,-0.05,340.82,0.31,675.15,0.61
408,Entry Short,Short Keltner Span=0.0311007414,2022-10-27 09:00,1.1594,94950,-58.97,-0.05,10037.48,-0.05,340.82,0.31,675.15,0.61
407,Exit Short,Close entry(s) order Short,2022-10-18 01:00,1.1456,94374,988.93,0.91,10096.45,0.91,999.36,0.92,878.68,0.81
407,Entry Short,Short Keltner Span=0.0356442171,2022-10-13 05:00,1.1561,94374,988.93,0.91,10096.45,0.91,999.36,0.92,878.68,0.81
406,Exit Short,Stop Short,2022-10-03 05:00,1.1473,97644,-1466.66,-1.33,9107.52,-1.33,272.40,0.25,1465.66,1.33
406,Entry Short,Short Keltner Span=0.0354684182,2022-09-29 13:00,1.1323,97644,-1466.66,-1.33,9107.52,-1.33,272.40,0.25,1465.66,1.33
405,Exit Long,Close entry(s) order Long,2022-09-29 01:00,1.1210,98639,658.88,0.6,10574.18,0.6,857.16,0.78,1105.76,1.01
405,Entry Long,Long Keltner Span=0.0341313535,2022-09-28 01:00,1.1143,98639,658.88,0.6,10574.18,0.6,857.16,0.78,1105.76,1.01
404,Exit Long,Stop Long,2022-09-25 17:00,1.1165,98447,-1478.70,-1.33,9915.30,-1.33,77.76,0.07,1477.71,1.33
404,Entry Long,Long Keltner Span=0.0200658786,2022-09-23 05:00,1.1315,98447,-1478.70,-1.33,9915.30,-1.33,77.76,0.07,1477.71,1.33
403,Exit Long,Close entry(s) order Long,2022-09-20 05:00,1.1417,97569,37.03,0.03,11394.01,0.03,467.33,0.42,342.49,0.31
403,Entry Long,Long Keltner Span=0.0207601109,2022-09-16 01:00,1.1413,97569,37.03,0.03,11394.01,0.03,467.33,0.42,342.49,0.31
402,Exit Long,Close entry(s) order Long,2022-09-12 09:00,1.1540,96497,268.19,0.24,11356.98,0.24,471.84,0.42,473.84,0.43
402,Entry Long,Long Keltner Span=0.0199167825,2022-09-07 13:00,1.1512,96497,268.19,0.24,11356.98,0.24,471.84,0.42,473.84,0.43
401,Exit Long,Close entry(s) order Long,2022-09-05 17:00,1.1634,95487,1010.16,0.92,11088.79,0.92,1020.71,0.93,1.00,0
401,Entry Long,Long Keltner Span=0.0202168759,2022-09-02 05:00,1.1528,95487,1010.16,0.92,11088.79,0.92,1020.71,0.93,1.00,0
400,Exit Long,Stop Long,2022-08-31 09:00,1.1565,95183,-1429.74,-1.28,10078.63,-1.28,170.33,0.15,1428.75,1.28
400,Entry Long,Long Keltner Span=0.0179460214,2022-08-29 05:00,1.1715,95183,-1429.74,-1.28,10078.63,-1.28,170.33,0.15,1428.75,1.28
399,Exit Short,Close entry(s) order Short,2022-08-04 05:00,1.1877,93681,119.79,0.11,11508.37,0.11,289.41,0.26,928.44,0.83
399,Entry Short,Short Keltner Span=0.0203588908,2022-07-26 09:00,1.1890,93681,119.79,0.11,11508.37,0.11,289.41,0.26,928.44,0.83
398,Exit Short,Stop Short,2022-07-13 01:00,1.1896,96066,-1442.99,-1.28,11388.58,-1.28,56.64,0.05,1441.99,1.28
398,Entry Short,Short Keltner Span=0.0283657145,2022-07-07 01:00,1.1746,96066,-1442.99,-1.28,11388.58,-1.28,56.64,0.05,1441.99,1.28
397,Exit Long,Close entry(s) order Long,2022-06-15 13:00,1.1647,96876,1024.89,0.92,12831.57,0.92,1277.76,1.14,756.63,0.68
397,Entry Long,Long Keltner Span=0.0222203389,2022-06-14 05:00,1.1541,96876,1024.89,0.92,12831.57,0.92,1277.76,1.14,756.63,0.68
396,Exit Long,Close entry(s) order Long,2022-05-24 05:00,1.1656,95922,-40.37,-0.04,11806.69,-0.04,267.58,0.24,68.15,0.06
396,Entry Long,Long Keltner Span=0.0227391282,2022-05-24 01:00,1.1660,95922,-40.37,-0.04,11806.69,-0.04,267.58,0.24,68.15,0.06
395,Exit Short,Close entry(s) order Short,2022-05-18 01:00,1.1792,93331,893.98,0.81,11847.06,0.81,1109.64,1,47.67,0.04
395,Entry Short,Short Keltner Span=0.023636949,2022-05-17 01:00,1.1888,93331,893.98,0.81,11847.06,0.81,1109.64,1,47.67,0.04
394,Exit Long,Close entry(s) order Long,2022-05-12 05:00,1.1736,94541,35.82,0.03,10953.08,0.03,273.17,0.25,1239.49,1.12
394,Entry Long,Long Keltner Span=0.0205913093,2022-05-05 05:00,1.1732,94541,35.82,0.03,10953.08,0.03,273.17,0.25,1239.49,1.12
393,Exit Long,Close entry(s) order Long,2022-04-27 05:00,1.1907,93153,-20.63,-0.02,10917.26,-0.02,241.20,0.22,951.16,0.86
393,Entry Long,Long Keltner Span=0.0177267021,2022-04-22 01:00,1.1909,93153,-20.63,-0.02,10917.26,-0.02,241.20,0.22,951.16,0.86
392,Exit Short,Close entry(s) order Short,2022-04-19 01:00,1.2063,91247,426.86,0.39,10937.90,0.39,601.23,0.54,1.00,0
392,Entry Short,Short Keltner Span=0.0187482685,2022-04-14 09:00,1.2110,91247,426.86,0.39,10937.90,0.39,601.23,0.54,1.00,0
391,Exit Short,Close entry(s) order Short,2022-04-08 09:00,1.1983,91970,154.35,0.14,10511.03,0.14,422.06,0.38,332.09,0.3
391,Entry Short,Short Keltner Span=0.0223917555,2022-04-05 09:00,1.2000,91970,154.35,0.14,10511.03,0.14,422.06,0.38,332.09,0.3
390,Exit Long,Close entry(s) order Long,2022-03-31 13:00,1.1867,92979,146.77,0.13,10356.69,0.13,240.75,0.22,1005.17,0.91
390,Entry Long,Long Keltner Span=0.0214889872,2022-03-29 05:00,1.1851,92979,146.77,0.13,10356.69,0.13,240.75,0.22,1005.17,0.91
389,Exit Short,Close entry(s) order Short,2022-03-24 17:00,1.1976,91271,445.23,0.41,10209.92,0.41,519.24,0.47,265.69,0.24
389,Entry Short,Short Keltner Span=0.0227539173,2022-03-22 09:00,1.2025,91271,445.23,0.41,10209.92,0.41,519.24,0.47,265.69,0.24
388,Exit Long,Close entry(s) order Long,2022-03-11 13:00,1.1943,91907,558.63,0.51,9764.69,0.51,715.87,0.66,285.91,0.26
388,Entry Long,Long Keltner Span=0.0208302296,2022-03-09 09:00,1.1882,91907,558.63,0.51,9764.69,0.51,715.87,0.66,285.91,0.26
387,Exit Short,Close entry(s) order Short,2022-03-07 13:00,1.2069,89609,526.69,0.48,9206.06,0.48,796.52,0.73,538.65,0.5
387,Entry Short,Short Keltner Span=0.0178627018,2022-03-04 05:00,1.2128,89609,526.69,0.48,9206.06,0.48,796.52,0.73,538.65,0.5
386,Exit Long,Close entry(s) order Long,2022-02-08 01:00,1.1879,91489,-38.60,-0.04,8679.36,-0.04,108.79,0.1,833.55,0.77
386,Entry Long,Long Keltner Span=0.0140190908,2022-02-03 13:00,1.1883,91489,-38.60,-0.04,8679.36,-0.04,108.79,0.1,833.55,0.77
385,Exit Short,Close entry(s) order Short,2022-01-03 05:00,1.1881,91660,-93.66,-0.09,8717.96,-0.09,548.96,0.5,706.78,0.65
385,Entry Short,Short Keltner Span=0.0168089998,2021-12-23 05:00,1.1871,91660,-93.66,-0.09,8717.96,-0.09,548.96,0.5,706.78,0.65
384,Exit Long,Close entry(s) order Long,2021-12-02 09:00,1.1767,92456,-122.19,-0.11,8811.62,-0.11,544.49,0.5,657.44,0.6
384,Entry Long,Long Keltner Span=0.0149687604,2021-11-26 13:00,1.1780,92456,-122.19,-0.11,8811.62,-0.11,544.49,0.5,657.44,0.6
383,Exit Short,Close entry(s) order Short,2021-11-23 01:00,1.1880,92114,-250.71,-0.23,8933.81,-0.23,339.82,0.31,728.70,0.67
383,Entry Short,Short Keltner Span=0.0161947472,2021-11-16 01:00,1.1853,92114,-250.71,-0.23,8933.81,-0.23,339.82,0.31,728.70,0.67
382,Exit Long,Close entry(s) order Long,2021-11-09 01:00,1.1729,93074,435.45,0.4,9184.52,0.4,482.98,0.44,457.06,0.42
382,Entry Long,Long Keltner Span=0.0145508498,2021-11-04 13:00,1.1682,93074,435.45,0.4,9184.52,0.4,482.98,0.44,457.06,0.42
381,Exit Long,Close entry(s) order Long,2021-09-30 05:00,1.1636,93443,558.66,0.52,8749.07,0.52,597.04,0.55,262.64,0.24
381,Entry Long,Long Keltner Span=0.0135715169,2021-09-28 13:00,1.1576,93443,558.66,0.52,8749.07,0.52,597.04,0.55,262.64,0.24
380,Exit Long,Close entry(s) order Long,2021-07-21 09:00,1.1622,93091,379.67,0.35,8190.41,0.35,436.53,0.4,466.46,0.43
380,Entry Long,Long Keltner Span=0.0155164403,2021-07-19 13:00,1.1581,93091,379.67,0.35,8190.41,0.35,436.53,0.4,466.46,0.43
379,Exit Short,Close entry(s) order Short,2021-05-13 05:00,1.1617,92701,62.89,0.06,7810.74,0.06,212.21,0.2,529.40,0.49
379,Entry Short,Short Keltner Span=0.0147577343,2021-05-10 09:00,1.1624,92701,62.89,0.06,7810.74,0.06,212.21,0.2,529.40,0.49
378,Exit Long,Close entry(s) order Long,2021-04-13 01:00,1.1571,93119,-318.60,-0.29,7747.85,-0.29,0,0,1034.62,0.96
378,Entry Long,Long Keltner Span=0.0172430264,2021-04-07 05:00,1.1605,93119,-318.60,-0.29,7747.85,-0.29,0,0,1034.62,0.96
377,Exit Short,Close entry(s) order Short,2021-04-06 01:00,1.1708,91559,437.48,0.41,8066.46,0.41,502.57,0.47,422.17,0.39
377,Entry Short,Short Keltner Span=0.017380413,2021-03-31 09:00,1.1756,91559,437.48,0.41,8066.46,0.41,502.57,0.47,422.17,0.39
376,Exit Short,Close entry(s) order Short,2021-02-25 05:00,1.1579,93121,-95.12,-0.09,7628.97,-0.09,231.80,0.22,1174.32,1.09
376,Entry Short,Short Keltner Span=0.0142834518,2021-02-19 05:00,1.1569,93121,-95.12,-0.09,7628.97,-0.09,231.80,0.22,1174.32,1.09
375,Exit Short,Close entry(s) order Short,2021-02-08 05:00,1.1376,93878,458.00,0.43,7724.09,0.43,515.33,0.48,169.98,0.16
375,Entry Short,Short Keltner Span=0.0159751992,2021-02-04 13:00,1.1425,93878,458.00,0.43,7724.09,0.43,515.33,0.48,169.98,0.16
374,Exit Short,Close entry(s) order Short,2021-01-18 01:00,1.1213,96048,-213.31,-0.2,7266.09,-0.2,104.65,0.1,817.41,0.76
374,Entry Short,Short Keltner Span=0.0211025433,2021-01-12 09:00,1.1191,96048,-213.31,-0.2,7266.09,-0.2,104.65,0.1,817.41,0.76
373,Exit Short,Close entry(s) order Short,2021-01-04 01:00,1.1121,95887,419.90,0.39,7479.40,0.39,488.02,0.46,279.07,0.26
373,Entry Short,Short Keltner Span=0.02424116,2020-12-31 09:00,1.1165,95887,419.90,0.39,7479.40,0.39,488.02,0.46,279.07,0.26
372,Exit Short,Close entry(s) order Short,2020-12-28 01:00,1.1065,95241,836.12,0.79,7059.49,0.79,875.22,0.82,143.86,0.14
372,Entry Short,Short Keltner Span=0.027375041,2020-12-24 01:00,1.1153,95241,836.12,0.79,7059.49,0.79,875.22,0.82,143.86,0.14
371,Exit Long,Close entry(s) order Long,2020-12-23 01:00,1.1002,96532,615.80,0.58,6223.37,0.58,838.83,0.79,879.44,0.83
371,Entry Long,Long Keltner Span=0.0252441167,2020-12-21 01:00,1.0938,96532,615.80,0.58,6223.37,0.58,838.83,0.79,879.44,0.83
370,Exit Short,Close entry(s) order Short,2020-12-17 21:00,1.1045,94411,658.88,0.63,5607.57,0.63,707.08,0.67,152.06,0.14
370,Entry Short,Short Keltner Span=0.0276991148,2020-12-17 05:00,1.1115,94411,658.88,0.63,5607.57,0.63,707.08,0.67,152.06,0.14
369,Exit Long,Close entry(s) order Long,2020-12-13 17:00,1.0979,95591,284.77,0.27,4948.69,0.27,457.84,0.44,1109.86,1.06
369,Entry Long,Long Keltner Span=0.0226573878,2020-12-10 05:00,1.0949,95591,284.77,0.27,4948.69,0.27,457.84,0.44,1109.86,1.06
368,Exit Long,Close entry(s) order Long,2020-12-09 01:00,1.1085,94420,1093.27,1.06,4663.92,1.06,1169.81,1.13,284.26,0.27
368,Entry Long,Long Keltner Span=0.020290735,2020-12-07 01:00,1.0969,94420,1093.27,1.06,4663.92,1.06,1169.81,1.13,284.26,0.27
367,Exit Long,Close entry(s) order Long,2020-12-03 13:00,1.1070,93560,400.31,0.39,3570.65,0.39,794.26,0.77,206.83,0.2
367,Entry Long,Long Keltner Span=0.0182318807,2020-12-02 05:00,1.1027,93560,400.31,0.39,3570.65,0.39,794.26,0.77,206.83,0.2
366,Exit Short,Close entry(s) order Short,2020-11-12 01:00,1.1161,91472,537.68,0.52,3170.34,0.52,602.72,0.59,595.57,0.58
366,Entry Short,Short Keltner Span=0.0210752573,2020-11-10 01:00,1.1220,91472,537.68,0.52,3170.34,0.52,602.72,0.59,595.57,0.58
365,Exit Short,Close entry(s) order Short,2020-10-23 05:00,1.1039,92089,486.07,0.48,2632.65,0.48,652.83,0.64,37.84,0.04
365,Entry Short,Short Keltner Span=0.0216576206,2020-10-21 09:00,1.1092,92089,486.07,0.48,2632.65,0.48,652.83,0.64,37.84,0.04
364,Exit Short,Close entry(s) order Short,2020-09-29 09:00,1.0947,91900,769.96,0.76,2146.58,0.76,908.81,0.9,396.17,0.39
364,Entry Short,Short Keltner Span=0.0217379912,2020-09-28 01:00,1.1031,91900,769.96,0.76,2146.58,0.76,908.81,0.9,396.17,0.39
363,Exit Short,Close entry(s) order Short,2020-09-17 05:00,1.0930,91752,548.51,0.54,1376.62,0.54,797.24,0.79,175.33,0.17
363,Entry Short,Short Keltner Span=0.0225802876,2020-09-16 17:00,1.0990,91752,548.51,0.54,1376.62,0.54,797.24,0.79,175.33,0.17
362,Exit Long,Close entry(s) order Long,2020-09-15 17:00,1.0897,92529,192.31,0.19,828.11,0.19,211.82,0.21,1074.34,1.07
362,Entry Long,Long Keltner Span=0.0190298284,2020-09-10 05:00,1.0876,92529,192.31,0.19,828.11,0.19,211.82,0.21,1074.34,1.07
361,Exit Long,Stop Long,2020-09-10 05:00,1.0929,92082,-1383.23,-1.36,635.80,-1.36,17.42,0.02,1382.23,1.35
361,Entry Long,Long Keltner Span=0.0175425042,2020-09-08 01:00,1.1079,92082,-1383.23,-1.36,635.80,-1.36,17.42,0.02,1382.23,1.35
360,Exit Short,Close entry(s) order Short,2020-08-04 01:00,1.1071,91178,535.95,0.53,2019.03,0.53,573.42,0.57,37.47,0.04
360,Entry Short,Short Keltner Span=0.0190796092,2020-07-31 05:00,1.1130,91178,535.95,0.53,2019.03,0.53,573.42,0.57,37.47,0.04
359,Exit Long,Close entry(s) order Long,2020-07-20 05:00,1.1056,91774,401.81,0.4,1483.08,0.4,549.64,0.54,670.95,0.66
359,Entry Long,Long Keltner Span=0.0191469597,2020-07-14 05:00,1.1012,91774,401.81,0.4,1483.08,0.4,549.64,0.54,670.95,0.66
358,Exit Long,Close entry(s) order Long,2020-06-30 09:00,1.1010,91809,668.21,0.67,1081.27,0.67,705.93,0.7,368.24,0.37
358,Entry Long,Long Keltner Span=0.0206592337,2020-06-29 01:00,1.0937,91809,668.21,0.67,1081.27,0.67,705.93,0.7,368.24,0.37
357,Exit Long,Close entry(s) order Long,2020-06-24 05:00,1.1065,90749,52.45,0.05,413.07,0.05,280.32,0.28,436.60,0.44
357,Entry Long,Long Keltner Span=0.021300878,2020-06-19 05:00,1.1059,90749,52.45,0.05,413.07,0.05,280.32,0.28,436.60,0.44
356,Exit Long,Close entry(s) order Long,2020-06-15 21:00,1.1173,89809,581.76,0.58,360.62,0.58,645.62,0.65,270.43,0.27
356,Entry Long,Long Keltner Span=0.0221817532,2020-06-14 21:00,1.1108,89809,581.76,0.58,360.62,0.58,645.62,0.65,270.43,0.27
355,Exit Short,Close entry(s) order Short,2020-06-09 01:00,1.1221,88160,429.98,0.43,-221.14,0.43,554.41,0.56,89.16,0.09
355,Entry Short,Short Keltner Span=0.0224037455,2020-06-08 13:00,1.1270,88160,429.98,0.43,-221.14,0.43,554.41,0.56,89.16,0.09
354,Exit Long,Close entry(s) order Long,2020-05-31 17:00,1.1145,89143,862.69,0.88,-651.12,0.88,872.60,0.89,27.74,0.03
354,Entry Long,Long Keltner Span=0.0206036365,2020-05-29 01:00,1.1048,89143,862.69,0.88,-651.12,0.88,872.60,0.89,27.74,0.03
353,Exit Long,Close entry(s) order Long,2020-05-22 09:00,1.1176,88123,59.69,0.06,-1513.81,0.06,545.36,0.55,547.36,0.56
353,Entry Long,Long Keltner Span=0.024592133,2020-05-18 09:00,1.1169,88123,59.69,0.06,-1513.81,0.06,545.36,0.55,547.36,0.56
352,Exit Long,Stop Long,2020-05-17 17:00,1.1163,88172,-1324.58,-1.33,-1573.50,-1.33,334.05,0.33,1323.58,1.33
352,Entry Long,Long Keltner Span=0.0239034065,2020-05-12 09:00,1.1313,88172,-1324.58,-1.33,-1573.50,-1.33,334.05,0.33,1323.58,1.33
351,Exit Long,Close entry(s) order Long,2020-04-22 21:00,1.1414,87394,635.98,0.64,-248.92,0.64,724.37,0.73,525.36,0.53
351,Entry Long,Long Keltner Span=0.027383331,2020-04-21 05:00,1.1341,87394,635.98,0.64,-248.92,0.64,724.37,0.73,525.36,0.53
350,Exit Short,Close entry(s) order Short,2020-04-19 21:00,1.1475,87311,-534.60,-0.54,-884.89,-0.54,313.32,0.31,882.84,0.89
350,Entry Short,Short Keltner Span=0.0444432833,2020-04-08 13:00,1.1414,87311,-534.60,-0.54,-884.89,-0.54,313.32,0.31,882.84,0.89
349,Exit Short,Close entry(s) order Short,2020-04-06 17:00,1.1351,87076,398.55,0.4,-350.30,0.4,1009.08,1.02,79.37,0.08
349,Entry Short,Short Keltner Span=0.0492715102,2020-04-06 05:00,1.1397,87076,398.55,0.4,-350.30,0.4,1009.08,1.02,79.37,0.08
348,Exit Short,Stop Short,2020-03-27 05:00,1.1166,91341,-1372.11,-1.36,-748.85,-1.36,263.89,0.26,1371.12,1.36
348,Entry Short,Short Keltner Span=0.0565966934,2020-03-26 09:00,1.1016,91341,-1372.11,-1.36,-748.85,-1.36,263.89,0.26,1371.12,1.36
347,Exit Short,Close entry(s) order Short,2020-03-25 09:00,1.0868,91136,781.77,0.78,623.27,0.78,1584.77,1.59,793.88,0.8
347,Entry Short,Short Keltner Span=0.0555329927,2020-03-25 01:00,1.0954,91136,781.77,0.78,623.27,0.78,1584.77,1.59,793.88,0.8
346,Exit Long,Close entry(s) order Long,2020-03-24 05:00,1.0868,91851,787.92,0.8,-158.50,0.8,871.58,0.88,1204.25,1.22
346,Entry Long,Long Keltner Span=0.0544203861,2020-03-23 09:00,1.0782,91851,787.92,0.8,-158.50,0.8,871.58,0.88,1204.25,1.22
345,Exit Short,Close entry(s) order Short,2020-03-20 05:00,1.1001,90477,-246.29,-0.25,-946.42,-0.25,369.96,0.37,417.19,0.42
345,Entry Short,Short Keltner Span=0.0489317623,2020-03-20 05:00,1.0974,90477,-246.29,-0.25,-946.42,-0.25,369.96,0.37,417.19,0.42
344,Exit Long,Stop Long,2020-03-12 05:00,1.1290,87954,-1321.31,-1.31,-700.13,-1.31,966.49,0.96,1320.31,1.31
344,Entry Long,Long Keltner Span=0.0263670366,2020-03-08 17:00,1.1440,87954,-1321.31,-1.31,-700.13,-1.31,966.49,0.96,1320.31,1.31
343,Exit Long,Stop Long,2020-02-28 09:00,1.1648,86385,-1297.78,-1.27,621.18,-1.27,7.64,0.01,1296.78,1.27
343,Entry Long,Long Keltner Span=0.0217694971,2020-02-27 01:00,1.1798,86385,-1297.78,-1.27,621.18,-1.27,7.64,0.01,1296.78,1.27
342,Exit Short,Close entry(s) order Short,2020-02-19 09:00,1.1969,84813,201.55,0.2,1918.95,0.2,244.96,0.24,679.50,0.67
342,Entry Short,Short Keltner Span=0.0188751182,2020-02-13 05:00,1.1993,84813,201.55,0.2,1918.95,0.2,244.96,0.24,679.50,0.67
341,Exit Long,Close entry(s) order Long,2020-02-04 13:00,1.1797,86223,394.63,0.39,1717.40,0.39,533.58,0.53,363.14,0.36
341,Entry Long,Long Keltner Span=0.0177883574,2020-02-03 13:00,1.1751,86223,394.63,0.39,1717.40,0.39,533.58,0.53,363.14,0.36
340,Exit Short,Close entry(s) order Short,2020-01-28 01:00,1.1824,85397,177.33,0.18,1322.78,0.18,383.29,0.38,547.54,0.54
340,Entry Short,Short Keltner Span=0.0187693172,2020-01-22 09:00,1.1845,85397,177.33,0.18,1322.78,0.18,383.29,0.38,547.54,0.54
339,Exit Long,Close entry(s) order Long,2020-01-16 01:00,1.1703,86427,456.06,0.45,1145.44,0.45,534.85,0.53,165.21,0.16
339,Entry Long,Long Keltner Span=0.0219630829,2020-01-14 01:00,1.1650,86427,456.06,0.45,1145.44,0.45,534.85,0.53,165.21,0.16
338,Exit Short,Close entry(s) order Short,2020-01-02 09:00,1.1759,84834,464.59,0.46,689.38,0.46,618.29,0.62,493.04,0.49
338,Entry Short,Short Keltner Span=0.0245797119,2019-12-31 09:00,1.1814,84834,464.59,0.46,689.38,0.46,618.29,0.62,493.04,0.49
337,Exit Long,Stop Long,2019-12-25 13:00,1.1512,87062,-1307.93,-1.29,224.79,-1.29,382.07,0.38,1306.93,1.29
337,Entry Long,Long Keltner Span=0.0248354658,2019-12-23 05:00,1.1662,87062,-1307.93,-1.29,224.79,-1.29,382.07,0.38,1306.93,1.29
336,Exit Long,Close entry(s) order Long,2019-12-20 09:00,1.1763,86316,-252.32,-0.25,1532.72,-0.25,163.00,0.16,924.58,0.91
336,Entry Long,Long Keltner Span=0.0225137659,2019-12-17 05:00,1.1792,86316,-252.32,-0.25,1532.72,-0.25,163.00,0.16,924.58,0.91
335,Exit Short,Close entry(s) order Short,2019-12-12 21:00,1.2058,84246,99.10,0.1,1785.04,0.1,293.86,0.29,85.25,0.08
335,Entry Short,Short Keltner Span=0.0177221801,2019-12-12 17:00,1.2070,84246,99.10,0.1,1785.04,0.1,293.86,0.29,85.25,0.08
334,Exit Short,Close entry(s) order Short,2019-12-10 17:00,1.1836,86211,-183.04,-0.18,1685.94,-0.18,76.59,0.08,845.87,0.83
334,Entry Short,Short Keltner Span=0.0160648581,2019-12-04 09:00,1.1815,86211,-183.04,-0.18,1685.94,-0.18,76.59,0.08,845.87,0.83
333,Exit Short,Close entry(s) order Short,2019-10-22 13:00,1.1566,87374,408.66,0.4,1868.99,0.4,619.36,0.61,394.18,0.39
333,Entry Short,Short Keltner Span=0.0306888399,2019-10-18 13:00,1.1613,87374,408.66,0.4,1868.99,0.4,619.36,0.61,394.18,0.39
332,Exit Short,Stop Short,2019-10-11 09:00,1.1490,90671,-1362.06,-1.32,1460.33,-1.32,17.13,0.02,1361.07,1.32
332,Entry Short,Short Keltner Span=0.0239552732,2019-10-11 01:00,1.1340,90671,-1362.06,-1.32,1460.33,-1.32,17.13,0.02,1361.07,1.32
331,Exit Long,Close entry(s) order Long,2019-10-10 09:00,1.1301,90986,1590.26,1.57,2822.39,1.57,1600.35,1.58,392.24,0.39
331,Entry Long,Long Keltner Span=0.0198665201,2019-10-08 09:00,1.1126,90986,1590.26,1.57,2822.39,1.57,1600.35,1.58,392.24,0.39
330,Exit Short,Close entry(s) order Short,2019-09-19 05:00,1.1290,90113,-254.32,-0.25,1232.14,-0.25,458.58,0.45,667.84,0.66
330,Entry Short,Short Keltner Span=0.0248330716,2019-09-13 09:00,1.1262,90113,-254.32,-0.25,1232.14,-0.25,458.58,0.45,667.84,0.66
329,Exit Short,Close entry(s) order Short,2019-09-12 05:00,1.1185,90751,-11.08,-0.01,1486.46,-0.01,398.30,0.39,618.11,0.61
329,Entry Short,Short Keltner Span=0.0250881232,2019-09-09 01:00,1.1184,90751,-11.08,-0.01,1486.46,-0.01,398.30,0.39,618.11,0.61
328,Exit Short,Close entry(s) order Short,2019-09-06 13:00,1.1078,90583,568.67,0.56,1497.53,0.56,569.67,0.56,336.16,0.33
328,Entry Short,Short Keltner Span=0.0248164484,2019-09-05 05:00,1.1141,90583,568.67,0.56,1497.53,0.56,569.67,0.56,336.16,0.33
327,Exit Short,Close entry(s) order Short,2019-08-28 01:00,1.0996,90585,659.27,0.66,928.86,0.66,941.08,0.94,200.29,0.2
327,Entry Short,Short Keltner Span=0.0262763715,2019-08-27 05:00,1.1069,90585,659.27,0.66,928.86,0.66,941.08,0.94,200.29,0.2
326,Exit Short,Close entry(s) order Short,2019-08-23 13:00,1.0919,89872,1067.48,1.08,269.59,1.08,1068.48,1.08,297.58,0.3
